fabric_id,fullname,isactive
22,514153,1
22,514158,1
22,514159,1
22,514160,1
22,514161,1
22,514163,1
22,514165,1
22,514166,1
22,514167,1
22,514168,1
22,514169,1
22,514170,1
22,514173,1
23,515041,1
23,515042,1
23,515043,1
23,515044,1
23,515045,1
23,515046,1
23,515047,1
23,515048,1
23,515049,1
23,515050,1
23,515051,1
23,515052,1
23,515053,1
23,515054,1
23,515055,1
23,515056,1
23,515057,1
23,515059,1
23,515060,1
23,515061,1
23,515062,1
23,515063,1
23,515064,1
23,515065,1
23,515067,1
23,515069,1
23,515070,1
23,515071,1
23,515072,1
23,515073,1
23,515074,1
23,515075,1
23,515076,1
23,515077,1
23,515078,1
23,515079,1
23,515080,1
23,515081,1
23,515082,1
23,515083,1
23,515084,1
23,515085,1
23,515086,1
23,515087,1
23,515088,1
23,515089,1
23,515092,1
23,515093,1
23,515094,1
23,515095,1
23,515096,1
23,515097,1
23,515098,1
23,515099,1
23,515100,1
23,515101,1
23,515102,1
23,515103,1
23,515104,1
23,515105,1
23,515106,1
23,515107,1
23,515108,1
23,515109,1
23,515110,1
24,510001,1
24,510002,1
24,510003,1
24,510004,1
24,510005,1
24,510006,1
24,510007,1
24,510008,1
24,510009,1
24,510010,1
24,510011,1
24,510012,1
24,510013,1
24,510014,1
24,510015,1
24,510017,1
24,510018,1
24,510019,1
24,510020,1
24,510021,1
24,510022,1
24,510023,1
24,510024,1
24,510025,1
24,510026,1
24,510027,1
24,510028,1
24,510029,1
24,510030,1
24,510031,1
24,510032,1
24,510033,1
24,510034,1
24,510035,1
24,510036,1
24,510037,1
24,510038,1
24,510039,1
24,510040,1
24,510041,1
24,510042,1
24,510043,1
24,510044,1
24,510045,1
24,510046,1
24,510417,1
24,510418,1
24,510419,1
24,510424,1
24,510425,1
24,510426,1
24,510428,1
24,510429,1
24,510430,1
24,510431,1
24,510434,1
24,510435,1
24,510439,1
24,510440,1
24,510442,1
24,510443,1
24,510444,1
25,512002,1
25,512004,1
25,512006,1
25,512008,1
25,512009,1
25,512010,1
25,512012,1
25,512014,1
25,512028,1
25,512030,1
25,512031,1
25,512032,1
25,512034,1
25,512043,1
25,512044,1
25,512049,1
25,512051,1
25,512052,1
25,512053,1
25,512054,1
25,512056,1
25,512057,1
25,512058,1
25,512059,1
25,512060,1
25,512061,1
25,512062,1
25,512063,1
25,512064,1
25,512065,1
25,512066,1
25,512070,1
25,512071,1
25,512075,1
25,512076,1
25,512077,1
25,512078,1
25,512079,1
25,512080,1
25,512081,1
25,512099,1
25,512100,1
25,512101,1
25,512102,1
25,512103,1
25,512104,1
25,512105,1
25,512107,1
25,512108,1
25,512110,1
25,512113,1
25,512114,1
25,512115,1
25,512116,1
25,512117,1
25,512120,1
25,512121,1
25,512122,1
25,512123,1
25,512124,1
25,512126,1
25,512131,1
25,512132,1
25,512133,1
25,512135,1
25,512137,1
25,512139,1
25,512145,1
